headline,label
"merger of 10 psu banks into 4 effective from today; 6 banks cease to exist. experts said merger at this point of time will not be very smooth and seamless. however, heads of the anchor banks are exuding .",neutral
coronavirus outbreak: consolidation in psb space now a reality. each of the amalgamated entities with scale and national reach would have a business of over rs 8 trillion.,neutral
non-food loan growth pace decelerates to 7.3% in february 2020 from 13.2%. bankers said the tepid credit off-take was reflection of elongated economic slowdown and demand,positive
"bank mergers: allahabad bank branches are now indian bank branches. effective april 1, allahabad bank will merge with indian bank, creating an entity with over 6,000 branches, 4,800 atms, 43,000 .",neutral
idbi bank grants moratorium on term loans amid covid-19 disruption. the lender has sent a communication to its customers that they were being offered a moratorium.,neutral
rbi moratorium: nbfcs stare at asset liability management challenges. managing liability outflows will be a tightrope walk for nbfcs in the near term,neutral
"govt extends term of rbi deputy governor b p kanungo by one year. the apex bank has four deputy governors. other three are n s vishwanathan, m k jain and michael debabrata patra",neutral
"indusind bank updates analysts on coronavirus impact, bad loans scenario. the bank said credit costs likely to rise by 200-210 bps, targeting 60% provision cover, deposits down by 10-11% in march quarter",negative
union bank of india reduces lending rates by 75 bps in line with rbi cut. the new rate will be applicable for all floating-rate personal or retail loans (such as housing and automobiles) and .,negative
"ensure enough cash to meet cash demand post salary transfers: govt to banks. banks are expecting a huge number of footfalls due to expected disbursement in jan dhan accounts, women beneficiaries, pension .",neutral
rbi changes slbc convenors over merger of 10 psbs into 4 from april 1. the government on march 4 notified the amalgamation scheme as part of its consolidation plan to create bigger and stronger banks .,neutral
"bank of baroda cuts personal, retail loan rates by 75 bps to 7.25%. the brllr linked to rbi repo rate is revised downwards in line with the reduction on reserve bank of india repo rate from 5.15 .",negative
coronavirus lockdown: ibbi gives time-limit breather for ibc cases. the government had recently raised the threshold for default from rs 1 lakh to rs 1 crore to prevent triggering of insolvencies,neutral
"bank of india cuts mclr up to 25 bps across category, deposit rate cut next. rbi has expanded liquidity in the system sizably to ensure financial markets and institutions are able to function normally, in .",negative
"defaulting promoters may get lifeline, lenders may defer pledged share sale. however, this isnt a blanket policy and will be implemented on a case-by-case basis; accounts granted relief will undergo .",negative
"banks face operational hurdles in implementing 90-day loan moratorium. with branches and call centres working with skeletal staff, communicating to customers and documenting the process are key .",negative
indian bank launches mobile atm to help public deal with covid-19 crisis. customers of other banks can also use the facility,positive
"keep banking channels up and running; maintain smooth cash withdrawals: fm. banks are expected to witness a surge in transactions across channels next week, owing to salary payments to employees",positive
sbi raises $100 mn via green bonds amid volatile market conditions. the bond issue was done through private placement.,positive
"covid-19: bank employees seek transportation, police protection for working. with the prime minister announcing the national-level lockdown and public transportation being stopped in most of the cities, .",neutral
a bazooka of liquidity & ventilator for credit: rbis response to covid-19. the timely and decisive action by the reserve bank of india (rbi) provides vital liquidity and ensures that credit lines remain .,neutral
rbi relief package to help sustain businesses during coronavirus: bankers. the union bank ceo said that the rbis package would help in sustaining business at a time when a 21-day nationwide lockdown to .,neutral
"realty firms see liquidity improving, demand boost over rbi rate cut. the new announcements would help lift home buyer sentiment, kick-starting the demand cycle for mid-range homes and in affordable .",positive
"moratorium a good option for the cash-starved, banks to take final call. the moratorium is for three months on payment of all instalments due between march 1, 2020, and may 31, 2020, including credit .",neutral
"sbi cuts lending rate by 75 bps as rbi introduces liquidity package. sbi also cut interest rates on retail term deposits by 20-50 bps. for bulk deposits, the cut was steeper, by 50-100 bps, due to .",negative
"nbfcs to use rbis liquidity boost to focus on refinancing debt obligations. on friday, the reserve bank of india (rbi) came up with policy measures to ensure there is enough liquidity in the system",positive
"rbi opens up intervention avenue in offshore rupee derivative market. the central bank is tight-lipped on its intervention strategy, but it is suspected that it recently intervened in a huge amount .",neutral
"corporate bonds get rs 1-trn relief as coronavirus ignites large sell-offs. the rbi governor, in his video-streamed speech, said the central bank was taking this route as the covid-19 pandemic has ignited .",positive
"coronavirus relief: sbi takes cue from rbi; cuts lending rates by 75 bps. consequently, the lender has also reduced interest rates on retail and bulk deposits by between 20 to 100 basis points across .",positive
